cell_id,container_id,r2_orig,r2_m0_refit,r2_m1_075,r2_m1_100,r2_m1_150,best_sigma,best_delta,passes_screen
517407714,511507650,0.6087702779177413,0.6087702779171638,0.5512177926439803,0.34642692464715197,0.34642692464715197,0.75,-0.05755248527318346,False
517410441,511509529,0.6046392822834307,0.604639282283433,0.544945765650324,0.16140283000241928,0.16140283000241928,0.75,-0.059693516633108956,False
729435325,701412138,0.5884545692859497,0.5884545694015761,0.5192603139122378,0.35080435309611646,0.35080435309611646,0.75,-0.06919425548933833,False
517409065,511509529,0.5829456990872652,0.5829456990871957,0.5623017589936581,0.35130935118288886,0.35130935118288886,0.75,-0.02064394009353765,False
729433482,701412138,0.5747229604551432,0.5747229604549173,0.5437392380391564,0.3356225730390374,0.3356225730390374,0.75,-0.030983722415760973,False
587377223,511510736,0.5728210936124689,0.5728210936193665,0.4997853975650276,0.3132313826952964,0.3132313826952964,0.75,-0.0730356960543389,False
673450299,661732156,0.5703617555560749,0.5703617555551739,0.5016730631074282,0.3857568561028979,0.3857568561028979,0.75,-0.06868869244774567,False
517429337,511510670,0.569075242143442,0.5324889821238147,0.5312197247357083,0.47770329451288507,0.47770329451288507,0.75,-0.0012692573881063485,False
587436119,511507650,0.5635272811577186,0.5635272811576414,0.49783114443671117,0.39317467693796126,0.39317467693796126,0.75,-0.06569613672093022,False
517408582,511507650,0.5591424460952534,0.5591424460951799,0.47968739683397166,0.25654634893908623,0.25654634893908623,0.75,-0.07945504926120828,False
662287309,652842570,0.5564653820770039,0.5564653820770156,0.5097701967380623,0.3577349962252535,0.3577349962252535,0.75,-0.04669518533895323,False
662281194,650389885,0.5541972240372413,0.5475579378876484,0.543235934764768,0.2873835291429321,0.2873835291429321,0.75,-0.004322003122880447,False
517407298,511507650,0.5515212122646043,0.5515212122649789,0.4934185755788162,0.4182466198330389,0.4182466198330389,0.75,-0.05810263668616267,False
729435018,701412138,0.5473558490309696,0.5473558490319285,0.5260158612963378,0.2730046897472703,0.2730046897472703,0.75,-0.02133998773559065,False
517420083,511510650,0.5458191936256389,0.5458191936200993,0.5397391399416174,0.30687755439294284,0.30687755439294284,0.75,-0.006080053678481967,False
517510210,511510855,0.5378879941102901,0.5378879941102905,0.5338810067866093,0.5338810067866093,0.5338810067866093,0.75,-0.00400698732368121,False
517429419,511510670,0.5377351000590933,0.5377351000590957,0.491988808658274,0.27580233997625203,0.27580233997625203,0.75,-0.04574629140082176,False
662281726,650389885,0.5367721818501112,0.536772181837456,0.5153058904412828,0.43199661970571224,0.43199661970571224,0.75,-0.021466291396173176,False
696518929,680156909,0.5359165664844113,0.5359165664844127,0.4704844990704262,0.2759467201082084,0.2759467201082084,0.75,-0.06543206741398644,False
674569070,666589599,0.531276454440565,0.5079206435034055,0.4950892139106655,0.4950892139106655,0.4950892139106655,0.75,-0.012831429592739974,False
517472563,511510736,0.5280454331481665,0.5280454331481712,0.45144013360122004,0.20122563696055662,0.20122563696055662,0.75,-0.07660529954695117,False
662296942,653125128,0.5272836126679386,0.527283612668514,0.49419492597428005,0.4032710378363198,0.4032710378363198,0.75,-0.033088686694233926,False
674569996,666589599,0.5249802449289058,0.5249802449317267,0.49053725559437056,0.404288398650019,0.404288398650019,0.75,-0.03444298933735612,False
517512113,511510855,0.5191872251262653,0.5191872251199147,0.4438970326454782,0.2664643130292076,0.2664643130292076,0.75,-0.07529019247443647,False
517409482,511509529,0.5189907062362262,0.5189907062362504,0.4822591224981637,0.3574372287030325,0.3574372287030325,0.75,-0.036731583738086715,False
517409556,511509529,0.5163443470250645,0.5163443465958091,0.48031622240931116,0.2829886543670369,0.2829886543670369,0.75,-0.03602812418649792,False
586183051,511510650,0.5145799129187211,0.5049618092983532,0.4875373970317368,0.44721358985446524,0.44721358985446524,0.75,-0.017424412266616396,False
517421085,511510650,0.5122155713391332,0.5122155713392166,0.49680678728312455,0.36475637096892477,0.36475637096892477,0.75,-0.015408784056092029,False
673448605,661732156,0.5093663644242818,0.5093663644240072,0.490823015313404,0.23744580271413984,0.23744580271413984,0.75,-0.01854334911060318,False
673447392,661732156,0.5075594770872377,0.5075594770878635,0.4497409752367576,0.2865778273377305,0.2865778273377305,0.75,-0.05781850185110593,False
517408114,511507650,0.5005584593006496,0.4619529544450226,0.42888286415264265,0.17686064573963511,0.17686064573963511,0.75,-0.03307009029237995,False
674569921,666589599,0.4994485252547663,0.4994485255008533,0.48409826197227823,0.34577647730465333,0.34577647730465333,0.75,-0.015350263528575048,False
673448223,661732156,0.4994189977064441,0.499418997704543,0.44204075369191065,0.3522246263933857,0.3522246263933857,0.75,-0.05737824401263236,False
517509819,511510855,0.4990976506063964,0.49909765060629774,0.4328506811640891,0.3371731700854299,0.3371731700854299,0.75,-0.06624696944220865,False
729435477,701412138,0.4990181458729926,0.49901814472881667,0.46008091924049,0.46008085158640455,0.46008085158640455,0.75,-0.03893722548832668,False
517512391,511510855,0.4987670439678869,0.4987670439726718,0.45364995269387265,0.45364934051671335,0.45364934051671335,0.75,-0.04511709127879915,False
701733725,688678764,0.4927291654481127,0.4927291654481307,0.45794000827965065,0.45794000748158636,0.45794000748158636,0.75,-0.03478915716848008,False
701730814,688678764,0.492636456708162,0.4926364567082462,0.4762480772070963,0.29320064191037,0.29320064191037,0.75,-0.016388379501149908,False
517512128,511510855,0.4888702474172799,0.48887024741714935,0.41763828230558264,0.38769021051558383,0.38769021051558383,0.75,-0.07123196511156671,False
673450943,661732156,0.4844310767961322,0.4844310767991771,0.4264682543478563,0.2995768813860127,0.2995768813860127,0.75,-0.057962822451320783,False
517409351,511509529,0.4825842460627054,0.4825842460628237,0.40537902945491544,0.2918262485075257,0.2918262485075257,0.75,-0.07720521660790824,False
662281003,652842570,0.4689743923331096,0.4689743923331011,0.45299228705554206,0.28307522643936855,0.28307522643936855,0.75,-0.015982105277559056,False
673450012,661732156,0.45968984033862,0.45968984033890326,0.38983039433514444,0.24789177479944746,0.24789177479944746,0.75,-0.06985944600375882,False
517428614,511510670,0.459638142125938,0.4596381421260649,0.4282261476953848,0.3127086747113964,0.3127086747113964,0.75,-0.0314119944306801,False
674569928,666589599,0.4581014134852899,0.4581014134850758,0.41450440114756903,0.21002455144413967,0.21002455144413967,0.75,-0.04359701233750679,False
517429090,511510670,0.455578952724294,0.4271337596252154,0.39838867060935224,0.3060432248595315,0.3060432248595315,0.75,-0.028745089015863146,False
586182651,511510650,0.454947864983807,0.4549478649834643,0.3930793771943355,0.23067233430230571,0.23067233430230571,0.75,-0.06186848778912879,False
517422409,511510718,0.4527018678269279,0.45270186782692134,0.3796866374018689,0.3070702104424732,0.3070702104424732,0.75,-0.07301523042505242,False
729433364,701412138,0.4526951509659642,0.4526951509654702,0.37969413904817473,0.27870049028964405,0.27870049028964405,0.75,-0.07300101191729547,False
701732025,688678764,0.4524890514202483,0.452489051419657,0.38936968689031803,0.23471206528022148,0.23471206528022148,0.75,-0.06311936452933897,False
729433432,701412138,0.4524736889448846,0.42449326409398835,0.39455065878406836,0.3013045575283414,0.3013045575283414,0.75,-0.02994260530991999,False
517407268,511507650,0.451786024620152,0.451786022451546,0.38594542826531375,0.19157445502221837,0.19157445502221837,0.75,-0.06584059418623223,False
517407273,511507650,0.4507484869217183,0.45074848692525415,0.43039279192001634,0.3642754599140786,0.3642754599140786,0.75,-0.020355695005237817,False
517430289,511510670,0.450274629578442,0.45027462957804143,0.44634171336911954,0.26982709156695606,0.26982709156695606,0.75,-0.003932916208921888,False
673033116,661437138,0.450064578331705,0.45006457833039337,0.4372237521404134,0.3475527413178483,0.3475527413178483,0.75,-0.012840826189979948,False
701727329,688678764,0.4498763577270368,0.4498763577269057,0.3839845928680544,0.13245159109870386,0.13245159109870386,0.75,-0.06589176485885129,False
