name,name_rank,cell_id,container_id,cre_line,imaging_depth_um,cortex_x_um,cortex_y_um,sigma_deg,kappa,kappa_dir,sigma_phi_deg,sigma_orth_deg,sigma_x_deg,sigma_y_deg,x0_deg,y0_deg,x0_px,y0_px,amplitude,theta_envelope,phi_deg,phi_confidence,edge_orientation,r_squared,rmse,aic,converged,n_starts_succeeded,r2_improvement,delta_r2_vs_m0,r2_m0,r2_m1,r2_m2,low_kappa,low_r2,multistart_helped,pixel_size_deg,vmax,model_abs_max,orientation_sharpness,comment
Reginald,14,662282845,652842570,Slc17a7-IRES2-Cre,,78.83484375,22.1203125,8.293461082764058,1.3034632428641137,0.767186957878988,9.468587686580104,7.264176982677836,9.468587686580104,7.264176982677836,39.686834162078846,25.44748645683594,8.534803045608353,5.47257773265289,-0.0027416651426678774,11.448779840012714,210.65812905346448,6.49272312053285,120.65812905346445,0.6323480679861757,0.0002207793833419416,-7528.838571937872,True,16,1.2318789766041505e-08,0.2961715414451354,0.3361765287218977,0.6323480701670332,0.5025643313673394,False,False,False,4.65,0.0018994124606251717,0.5752355070912639,1.6114531960404073,
Rowena,15,662283858,652842570,Slc17a7-IRES2-Cre,,,,5.369104737329478,1.0006247853718422,1.0006247853718422,5.367428253820482,5.370781744477882,5.370781744477882,5.367428253820482,43.697195826491274,27.436666554997768,9.397246414299198,5.900358398924251,-0.00017564436892496786,163.0988465736536,201.72644248815334,7.835634646963306,111.72644248815334,0.3910350025816688,1.4985798675053206e-05,-9939.133174041435,True,16,0.23718840314534284,0.1291924310803064,0.2618425753610717,0.3910350064413781,0.356159228506517,True,True,True,4.65,0.00010628298929077575,0.5893245469144088,1.5673469792070027,
Bertram,16,662284816,650389885,Slc17a7-IRES2-Cre,,329.49696,136.3596,7.353138116458912,1.9850679292333004,0.5037610981837953,10.360015615737154,5.218972843785018,10.360015615737154,5.218972843785018,47.60637740913088,28.39227896044306,10.237930625619542,6.105866443106034,-0.003935979593675662,179.0165897957312,253.18102559536862,1.2990937374999736,163.18102559536862,0.5259186467549355,0.0003499145510873086,-7116.208129442336,True,16,0.0003398371514387044,0.1127206265949449,0.4183163697673222,0.5259186463444889,0.5310369963622672,False,False,False,4.65,0.0027625509118661285,0.6015407963917143,2.0447813250287616,
Millicent,17,662284952,652842570,Slc17a7-IRES2-Cre,,125.4745945945946,142.54605405405405,8.563362936212275,1.2574663843296154,1.2574663843296154,7.636531700001549,9.602681905619438,9.602681905619438,7.636531700001549,38.384919769219465,29.39149709153695,8.254821455746121,6.320752062696118,-0.0001239049150944041,4.716529882341746,238.36921583009817,12.813861749853668,148.36921583009814,0.47730278222647704,1.4139379108944185e-05,-9991.225940611754,True,16,6.52618052821019e-07,0.1303746408397403,0.3469274887663817,0.477302129606122,0.3845707237696846,True,False,False,4.65,0.00010694452867028305,0.6049834583051559,1.5994923042495508,
Archibald,18,662297327,653125128,Slc17a7-IRES2-Cre,,16.7895,331.87050000000005,7.894652061590081,1.0273917982081102,0.9733385080006629,8.00204596004598,7.788699475703885,8.00204596004598,7.788699475703885,38.497544590072245,34.15581470727808,8.279041847327363,7.3453364961888346,-0.0014981027240264437,137.23355909638664,294.37110330325027,7.29483680173903,24.371103303250266,0.5045167878227261,0.0001492516921891185,-7879.649315153543,True,16,9.659928978944521e-08,0.0808719697660852,0.4236448208882101,0.5045167906542953,0.4478448003425401,True,False,False,4.65,0.0010680222837254406,0.5720534940933656,1.5684448766983488,
Marina,19,662299371,653125128,Slc17a7-IRES2-Cre,,352.828524590164,286.0255737704918,8.552303379190223,1.818798230542976,0.5498135984558685,11.533878173889532,6.341483062937805,11.533878173889532,6.341483062937805,55.10086793968717,37.543064203838256,11.849649019287563,8.073777248137258,0.0012660112401847755,1.5656022114485708,329.3594393072661,8.846226590327435,59.359439307266086,0.3914605186671021,0.0001719052161166305,-7753.036302712561,True,16,0.0004090022717015973,0.0017979559717142,0.3896625537827484,0.3914605097544626,0.363631339298118,False,True,False,4.65,0.0012593091931194067,0.5937583001541539,1.9448444555606914,
Desmond,20,662299773,653125128,Slc17a7-IRES2-Cre,,56.72676258992807,270.3738129496403,8.416508612863106,1.2926305402475873,0.7736162568218932,9.569057813096451,7.4027786866799685,9.569057813096451,7.4027786866799685,37.20572508985584,34.05136955021686,8.001231202119534,7.322875172089647,-0.006855868907658395,21.25337201959863,221.6262107795067,4.382039871891915,131.62621077950666,0.573895773101726,0.0006331459899818295,-6584.869339353729,True,16,3.7509328976170764e-11,0.1040396296988819,0.4698561433862449,0.5738957730851268,0.5342636577718733,True,False,False,4.65,0.0046739408839493995,0.6051233940939121,1.6207524056702194,
Cordelia,21,662301014,653125128,Slc17a7-IRES2-Cre,,,,6.38396156832992,1.2961109511211242,0.771538886493482,7.2679403441109685,5.607498600196431,7.2679403441109685,5.607498600196431,41.38768408511503,41.73479601290927,8.900577222605383,8.975224949012746,-0.00329059889737188,128.16068025433745,339.36531078726637,11.401737979220044,69.36531078726637,0.4449717686946144,0.000298761337935662,-7257.815491753888,True,16,0.2812358483580124,0.1063341083214556,0.3386376605048077,0.4449717688262633,0.3918463408546484,True,True,True,4.65,0.002147474158555269,0.5949839434104002,1.6247608360245598,
Cornelius,22,662301517,653125128,Slc17a7-IRES2-Cre,,30.94123222748816,331.9066350710901,7.3076557915064,1.5331685426321462,0.6522440111399614,9.04842587032377,5.901781584162573,9.04842587032377,5.901781584162573,28.109793134303082,37.06826221967406,6.045116803075931,7.9716692945535605,-0.0007453946769544569,156.3694646269866,343.3301370281304,8.32771966603699,73.33013702813042,0.4644497768979742,7.448388211724093e-05,-8502.415311850722,True,16,0.4639501732237513,0.020421341993479,0.4440285431001293,0.4644498850936083,0.402307257668538,False,False,True,4.65,0.0004694609809666872,0.5959525911222427,1.7139233831086058,
Ottoline,23,673033449,661437138,Slc17a7-IRES2-Cre,,160.81511811023623,174.6524409448819,6.1065065877395215,1.8500332670581652,1.8500332670581652,4.489552567397997,8.30582160389269,8.30582160389269,4.489552567397997,56.535955747377336,34.60709235373015,12.158270053199427,7.442385452415086,0.003995762422740778,13.614867104348491,196.75167948440478,9.663659829447544,106.7516794844048,0.4750956031017919,0.0003267423514172353,-7177.599397957044,True,16,0.4049590695721146,0.1734054167993678,0.3016901863077592,0.475095603107127,0.3810888129773723,False,False,True,4.65,0.0025369824608787897,0.5062250231180758,1.8507227833864732,
Fletcher,24,673449540,661732156,Slc17a7-IRES2-Cre,,,,6.308897686377675,1.800082946951655,0.5555299558242285,8.464469475475587,4.7022663537864835,8.464469475475587,4.7022663537864835,67.41515297469695,28.47246243229793,14.49788236014988,6.123110200494178,0.0002557966338813528,25.841917768431244,9.304382391041965,6.185693195757202,99.30438239104197,0.3852502205926347,2.595943306972294e-05,-9446.842052457929,True,16,0.0,0.1206664471544319,0.2645845280486906,0.3852509752031225,0.3097539089863242,False,True,False,4.65,0.00019247405056376012,0.5999847776699995,1.9107590795087208,
Xiomara,25,673450230,661732156,Slc17a7-IRES2-Cre,,224.6266666666667,219.1133333333333,8.203013434101862,2.149495295154614,2.149495295154614,5.595065478052849,12.0265669211566,12.0265669211566,5.595065478052849,54.55074124658084,27.531992887311013,11.731342203565772,5.920858685443228,-0.0010292550786857456,177.3399473040478,69.5648628624031,5.233065997716386,159.56486286240312,0.5353114943889346,0.00010016968435278849,-8236.945889948864,True,16,0.247513627208085,0.1386704841312416,0.3966408355081576,0.5353113196393993,0.495967819873794,False,False,True,4.65,0.0007550900371279569,0.5989046574994337,2.042259359944123,
Wendell,26,674570702,666589599,Slc17a7-IRES2-Cre,,213.96514285714284,68.65114285714286,10.175932257398758,1.6776195461703245,0.5960827067631653,13.180167997433568,7.856470215503449,13.180167997433568,7.856470215503449,58.20666391600294,34.53150074531638,12.51756213247375,7.426129192541156,3.718224815414845e-05,163.3989419166272,138.2193197560419,14.115791361153793,48.2193197560419,0.4377862081333339,5.460152825137849e-06,-10843.758265667877,True,16,2.789453110385587e-06,0.0803747187224793,0.3574086999565585,0.4377834186790379,0.4167491019548625,False,True,False,4.65,3.841946701868437e-05,0.5984162323657201,1.800004412769576,
Winifred,27,696526688,680156909,Slc17a7-IRES2-Cre,,146.49063829787232,347.00042553191486,7.365704964083813,2.427887315967943,0.4118807299758568,11.477005299155614,4.72715732055299,11.477005299155614,4.72715732055299,55.98491320475848,40.98259246316175,12.03976628059322,8.813460744765967,0.00035928473785221376,2.842170943040401e-14,326.8499552654106,4.739456715704612,56.849955265410586,0.4040288581499276,4.092944024559288e-05,-9038.880205330379,True,16,0.0,0.067284911411976,0.3433876810470881,0.4106725924590642,0.3863571587723757,False,True,False,4.65,0.0002968136500567198,0.5866879295390948,2.4097199677380865,
Lysander,28,701719883,688678764,Slc17a7-IRES2-Cre,,,,8.63739688883,1.9852753932168277,0.5037084544626611,12.170075031107489,6.130169684613775,12.170075031107489,6.130169684613775,34.025190163819026,28.093504772931436,7.31724519652022,6.041613929662674,0.0004750067269461985,160.6945527875558,9.234176794089581,9.02997600494876,99.23417679408958,0.45920047104224104,5.669557165117669e-05,-8746.921748697057,True,16,0.25065011800252035,0.2283309617147563,0.2308695844393974,0.4592005461541537,0.3980732053668812,False,False,True,4.65,0.0003874853090383113,0.6020789519913171,2.0495476512047475,
Isadora,29,701720833,688678764,Slc17a7-IRES2-Cre,,331.53872340425534,257.3114893617021,7.934188172230078,1.4188770761032734,0.7047826882553812,9.450937308338032,6.660857002703554,9.450937308338032,6.660857002703554,35.64859051294175,39.74608613335992,7.666363551170269,8.547545405023637,0.00047157299418062863,177.74521025905844,242.72471413730216,7.686762366640322,152.72471413730216,0.4127677574973183,5.682929333709517e-05,-8744.810939122288,True,16,0.39375321080258907,0.0986252533399636,0.3141417768739991,0.4127670302139627,0.3792606208525003,False,True,True,4.65,0.00038738727802410737,0.5665319308835942,1.6522372623250485,
Barnabas,30,701728596,688678764,Slc17a7-IRES2-Cre,,,,5.929234386915723,1.2343911774211305,0.8101159650939691,6.587566664198379,5.336692925787928,6.587566664198379,5.336692925787928,30.583544276376895,30.443749386113534,6.577106295995031,6.547042878734093,-0.005993135496179851,27.8382487508334,40.40128551454176,4.564240654890173,130.40128551454177,0.4111535608762862,0.0005415286603124286,-6724.91865050199,True,16,0.2731702545844704,0.1560179097553073,0.2551356507503426,0.41115356050565,0.3813100579825863,True,True,True,4.65,0.004195558344945311,0.5898929102529675,1.5999584027656284,
Perpetua,31,701728919,688678764,Slc17a7-IRES2-Cre,,110.7149132947977,278.29317919075146,7.445359101484308,1.3475830092418353,0.7420693145742545,8.642978101001642,6.41368883529058,8.642978101001642,6.41368883529058,40.95525932239667,35.80717044504012,8.807582649977778,7.700466762374219,0.0011664298246703239,13.974717068679155,81.28530736200595,7.29613869847673,171.28530736200594,0.5469755440770396,0.00010064443579249325,-8232.70935436893,True,16,0.0366057593988256,0.226104914463548,0.3208707181614798,0.5469756326250279,0.4096046419483455,False,False,False,4.65,0.0008234760514460504,0.5964916545424733,1.652081253315914,
